operationId,path,verb,description,resource,originalResourceName,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
DeleteFirewallPolicy,/#X-Amz-Target=NetworkFirewall_20201112.DeleteFirewallPolicy,POST,Deletes the specified FirewallPolicy.,firewall_policy,firewall_policies,delete_firewall_policy,delete,,,,,
DeleteNetworkFirewallTransitGatewayAttachment,/#X-Amz-Target=NetworkFirewall_20201112.DeleteNetworkFirewallTransitGatewayAttachment,POST,Deletes a transit gateway attachment from a Net...,network_firewall_transit_gateway_attachment,network_firewall_transit_gateway_attachments,delete_network_firewall_transit_gateway_attachment,delete,,,,,
DeleteProxy,/#X-Amz-Target=NetworkFirewall_20201112.DeleteProxy,POST,Deletes the specified Proxy. Detaches a Proxy c...,proxy,proxies,delete_proxy,delete,,,,,
DeleteProxyConfiguration,/#X-Amz-Target=NetworkFirewall_20201112.DeleteProxyConfiguration,POST,Deletes the specified ProxyConfiguration.,proxy_configuration,proxy_configurations,delete_proxy_configuration,delete,,,,,
DeleteProxyRuleGroup,/#X-Amz-Target=NetworkFirewall_20201112.DeleteProxyRuleGroup,POST,Deletes the specified ProxyRuleGroup.,proxy_rule_group,proxy_rule_groups,delete_proxy_rule_group,delete,,,,,
DeleteProxyRules,/#X-Amz-Target=NetworkFirewall_20201112.DeleteProxyRules,POST,Deletes the specified ProxyRule(s). currently a...,proxy_rules,proxy_rules,delete_proxy_rules,delete,,,,,
DeleteResourcePolicy,/#X-Amz-Target=NetworkFirewall_20201112.DeleteResourcePolicy,POST,Deletes a resource policy that you created in a...,resource_policy,resource_policies,delete_resource_policy,delete,,,,,
DeleteRuleGroup,/#X-Amz-Target=NetworkFirewall_20201112.DeleteRuleGroup,POST,Deletes the specified RuleGroup.,rule_group,rule_groups,delete_rule_group,delete,,,,,
DeleteTLSInspectionConfiguration,/#X-Amz-Target=NetworkFirewall_20201112.DeleteTLSInspectionConfiguration,POST,Deletes the specified TLSInspectionConfiguration.,t_l_s_inspection_configuration,tls_inspection_configurations,delete_tls_inspection_configuration,delete,,,,,
DeleteVpcEndpointAssociation,/#X-Amz-Target=NetworkFirewall_20201112.DeleteVpcEndpointAssociation,POST,Deletes the specified VpcEndpointAssociation. Y...,vpc_endpoint_association,vpc_endpoint_associations,delete_vpc_endpoint_association,delete,,,,,
DescribeFirewall,/#X-Amz-Target=NetworkFirewall_20201112.DescribeFirewall,POST,Returns the data objects for the specified fire...,,firewalls,describe_firewall,select,,,,,
DescribeFirewallMetadata,/#X-Amz-Target=NetworkFirewall_20201112.DescribeFirewallMetadata,POST,Returns the high-level information about a fire...,firewall_metadata,firewall_metadata,describe_firewall_metadata,select,,,,,
DescribeFirewallPolicy,/#X-Amz-Target=NetworkFirewall_20201112.DescribeFirewallPolicy,POST,Returns the data objects for the specified fire...,firewall_policy,firewall_policies,describe_firewall_policy,select,,,,,
DescribeFlowOperation,/#X-Amz-Target=NetworkFirewall_20201112.DescribeFlowOperation,POST,Returns key information about a specific flow o...,flow_operation,flow_operations,describe_flow_operation,select,,,,,
DescribeLoggingConfiguration,/#X-Amz-Target=NetworkFirewall_20201112.DescribeLoggingConfiguration,POST,Returns the logging configuration for the speci...,logging_configuration,logging_configurations,describe_logging_configuration,select,,,,,
DescribeProxy,/#X-Amz-Target=NetworkFirewall_20201112.DescribeProxy,POST,Returns the data objects for the specified proxy.,proxy,proxies,describe_proxy,select,,,,,
DescribeProxyConfiguration,/#X-Amz-Target=NetworkFirewall_20201112.DescribeProxyConfiguration,POST,Returns the data objects for the specified prox...,proxy_configuration,proxy_configurations,describe_proxy_configuration,select,,,,,
DescribeProxyRule,/#X-Amz-Target=NetworkFirewall_20201112.DescribeProxyRule,POST,Returns the data objects for the specified prox...,proxy_rule,proxy_rules,describe_proxy_rule,select,,,,,
DescribeProxyRuleGroup,/#X-Amz-Target=NetworkFirewall_20201112.DescribeProxyRuleGroup,POST,Returns the data objects for the specified prox...,proxy_rule_group,proxy_rule_groups,describe_proxy_rule_group,select,,,,,
DescribeResourcePolicy,/#X-Amz-Target=NetworkFirewall_20201112.DescribeResourcePolicy,POST,Retrieves a resource policy that you created in...,resource_policy,resource_policies,describe_resource_policy,select,,,,,
DescribeRuleGroup,/#X-Amz-Target=NetworkFirewall_20201112.DescribeRuleGroup,POST,Returns the data objects for the specified rule...,rule_group,rule_groups,describe_rule_group,select,,,,,
DescribeRuleGroupMetadata,/#X-Amz-Target=NetworkFirewall_20201112.DescribeRuleGroupMetadata,POST,"High-level information about a rule group, retu...",rule_group_metadata,rule_group_metadata,describe_rule_group_metadata,select,,,,,
DescribeRuleGroupSummary,/#X-Amz-Target=NetworkFirewall_20201112.DescribeRuleGroupSummary,POST,Returns detailed information for a stateful rul...,rule_group_summary,rule_group_summaries,describe_rule_group_summary,select,,,,,
DescribeTLSInspectionConfiguration,/#X-Amz-Target=NetworkFirewall_20201112.DescribeTLSInspectionConfiguration,POST,Returns the data objects for the specified TLS ...,t_l_s_inspection_configuration,tls_inspection_configurations,describe_tls_inspection_configuration,select,,,,,
DescribeVpcEndpointAssociation,/#X-Amz-Target=NetworkFirewall_20201112.DescribeVpcEndpointAssociation,POST,Returns the data object for the specified VPC e...,vpc_endpoint_association,vpc_endpoint_associations,describe_vpc_endpoint_association,select,,,,,
DetachRuleGroupsFromProxyConfiguration,/#X-Amz-Target=NetworkFirewall_20201112.DetachRuleGroupsFromProxyConfiguration,POST,Detaches ProxyRuleGroup resources from a ProxyC...,rule_groups_from_proxy_configuration,rule_groups_from_proxy_configurations,detach_rule_groups_from_proxy_configuration,update,,,,,
DisassociateAvailabilityZones,/#X-Amz-Target=NetworkFirewall_20201112.DisassociateAvailabilityZones,POST,Removes the specified Availability Zone associa...,disassociate_availability_zones,availability_zones,disassociate_availability_zones,exec,,,,,
DisassociateSubnets,/#X-Amz-Target=NetworkFirewall_20201112.DisassociateSubnets,POST,Removes the specified subnet associations from ...,disassociate_subnets,subnets,disassociate_subnets,exec,,,,,
GetAnalysisReportResults,/#X-Amz-Target=NetworkFirewall_20201112.GetAnalysisReportResults,POST,The results of a `COMPLETED` analysis report ge...,analysis_report_results,analysis_report_results,get_analysis_report_results,select,,,,,
ListAnalysisReports,/#X-Amz-Target=NetworkFirewall_20201112.ListAnalysisReports,POST,Returns a list of all traffic analysis reports ...,analysis_reports,analysis_reports,list_analysis_reports,select,,,,,
ListFirewallPolicies,/#X-Amz-Target=NetworkFirewall_20201112.ListFirewallPolicies,POST,Retrieves the metadata for the firewall policie...,firewall_policies,firewall_policies,list_firewall_policies,select,,,,,
ListFirewalls,/#X-Amz-Target=NetworkFirewall_20201112.ListFirewalls,POST,Retrieves the metadata for the firewalls that y...,firewalls,firewalls,list_firewalls,select,,,,,
ListFlowOperationResults,/#X-Amz-Target=NetworkFirewall_20201112.ListFlowOperationResults,POST,Returns the results of a specific flow operatio...,flow_operation_results,flow_operation_results,list_flow_operation_results,select,,,,,
ListFlowOperations,/#X-Amz-Target=NetworkFirewall_20201112.ListFlowOperations,POST,Returns a list of all flow operations ran in a ...,flow_operations,flow_operations,list_flow_operations,select,,,,,
ListProxies,/#X-Amz-Target=NetworkFirewall_20201112.ListProxies,POST,Retrieves the metadata for the proxies that you...,proxies,proxies,list_proxies,select,,,,,
ListProxyConfigurations,/#X-Amz-Target=NetworkFirewall_20201112.ListProxyConfigurations,POST,Retrieves the metadata for the proxy configurat...,proxy_configurations,proxy_configurations,list_proxy_configurations,select,,,,,
ListProxyRuleGroups,/#X-Amz-Target=NetworkFirewall_20201112.ListProxyRuleGroups,POST,Retrieves the metadata for the proxy rule group...,proxy_rule_groups,proxy_rule_groups,list_proxy_rule_groups,select,,,,,
ListRuleGroups,/#X-Amz-Target=NetworkFirewall_20201112.ListRuleGroups,POST,Retrieves the metadata for the rule groups that...,rule_groups,rule_groups,list_rule_groups,select,,,,,
ListTLSInspectionConfigurations,/#X-Amz-Target=NetworkFirewall_20201112.ListTLSInspectionConfigurations,POST,Retrieves the metadata for the TLS inspection c...,t_l_s_inspection_configurations,tls_inspection_configurations,list_tls_inspection_configurations,select,,,,,
ListTagsForResource,/#X-Amz-Target=NetworkFirewall_20201112.ListTagsForResource,POST,Retrieves the tags associated with the specifie...,tags_for_resource,tags_for_resources,list_tags_for_resource,select,,,,,
ListVpcEndpointAssociations,/#X-Amz-Target=NetworkFirewall_20201112.ListVpcEndpointAssociations,POST,Retrieves the metadata for the VPC endpoint ass...,vpc_endpoint_associations,vpc_endpoint_associations,list_vpc_endpoint_associations,select,,,,,
PutResourcePolicy,/#X-Amz-Target=NetworkFirewall_20201112.PutResourcePolicy,POST,Creates or updates an IAM policy for your rule ...,resource_policy,resource_policies,put_resource_policy,insert,,,,,
RejectNetworkFirewallTransitGatewayAttachment,/#X-Amz-Target=NetworkFirewall_20201112.RejectNetworkFirewallTransitGatewayAttachment,POST,Rejects a transit gateway attachment request fo...,reject_network_firewall_transit_gateway_attachment,network_firewall_transit_gateway_attachments,reject_network_firewall_transit_gateway_attachment,exec,,,,,
StartAnalysisReport,/#X-Amz-Target=NetworkFirewall_20201112.StartAnalysisReport,POST,Generates a traffic analysis report for the tim...,analysis_report,analysis_reports,start_analysis_report,exec,,,,,
StartFlowCapture,/#X-Amz-Target=NetworkFirewall_20201112.StartFlowCapture,POST,"Begins capturing the flows in a firewall, accor...",flow_capture,flow_captures,start_flow_capture,exec,,,,,
StartFlowFlush,/#X-Amz-Target=NetworkFirewall_20201112.StartFlowFlush,POST,Begins the flushing of traffic from the firewal...,flow_flush,flow_flushes,start_flow_flush,exec,,,,,
TagResource,/#X-Amz-Target=NetworkFirewall_20201112.TagResource,POST,Adds the specified tags to the specified resour...,,resources,tag_resource,exec,,,,,
UntagResource,/#X-Amz-Target=NetworkFirewall_20201112.UntagResource,POST,Removes the tags with the specified keys from t...,resource,resources,untag_resource,exec,,,,,
UpdateAvailabilityZoneChangeProtection,/#X-Amz-Target=NetworkFirewall_20201112.UpdateAvailabilityZoneChangeProtection,POST,Modifies the `AvailabilityZoneChangeProtection`...,,availability_zone_change_protections,update_availability_zone_change_protection,update,,,,,
UpdateFirewallAnalysisSettings,/#X-Amz-Target=NetworkFirewall_20201112.UpdateFirewallAnalysisSettings,POST,Enables specific types of firewall analysis on ...,firewall_analysis_settings,firewall_analysis_settings,update_firewall_analysis_settings,update,,,,,
UpdateFirewallDeleteProtection,/#X-Amz-Target=NetworkFirewall_20201112.UpdateFirewallDeleteProtection,POST,"Modifies the flag, `DeleteProtection`, which in...",firewall_delete_protection,firewall_delete_protections,update_firewall_delete_protection,update,,,,,
UpdateFirewallDescription,/#X-Amz-Target=NetworkFirewall_20201112.UpdateFirewallDescription,POST,Modifies the description for the specified fire...,firewall_description,firewall_descriptions,update_firewall_description,update,,,,,
UpdateFirewallEncryptionConfiguration,/#X-Amz-Target=NetworkFirewall_20201112.UpdateFirewallEncryptionConfiguration,POST,A complex type that contains settings for encry...,firewall_encryption_configuration,firewall_encryption_configurations,update_firewall_encryption_configuration,update,,,,,
UpdateFirewallPolicy,/#X-Amz-Target=NetworkFirewall_20201112.UpdateFirewallPolicy,POST,Updates the properties of the specified firewal...,firewall_policy,firewall_policies,update_firewall_policy,update,,,,,
UpdateFirewallPolicyChangeProtection,/#X-Amz-Target=NetworkFirewall_20201112.UpdateFirewallPolicyChangeProtection,POST,"Modifies the flag, `ChangeProtection`, which in...",firewall_policy_change_protection,firewall_policy_change_protections,update_firewall_policy_change_protection,update,,,,,
UpdateLoggingConfiguration,/#X-Amz-Target=NetworkFirewall_20201112.UpdateLoggingConfiguration,POST,Sets the logging configuration for the specifie...,logging_configuration,logging_configurations,update_logging_configuration,update,,,,,
UpdateProxy,/#X-Amz-Target=NetworkFirewall_20201112.UpdateProxy,POST,Updates the properties of the specified proxy.,proxy,proxies,update_proxy,update,,,,,
UpdateProxyConfiguration,/#X-Amz-Target=NetworkFirewall_20201112.UpdateProxyConfiguration,POST,Updates the properties of the specified proxy c...,proxy_configuration,proxy_configurations,update_proxy_configuration,update,,,,,
UpdateProxyRule,/#X-Amz-Target=NetworkFirewall_20201112.UpdateProxyRule,POST,Updates the properties of the specified proxy r...,proxy_rule,proxy_rules,update_proxy_rule,update,,,,,
UpdateProxyRuleGroupPriorities,/#X-Amz-Target=NetworkFirewall_20201112.UpdateProxyRuleGroupPriorities,POST,Updates proxy rule group priorities within a pr...,proxy_rule_group_priorities,proxy_rule_group_priorities,update_proxy_rule_group_priorities,update,,,,,
UpdateProxyRulePriorities,/#X-Amz-Target=NetworkFirewall_20201112.UpdateProxyRulePriorities,POST,Updates proxy rule priorities within a proxy ru...,proxy_rule_priorities,proxy_rule_priorities,update_proxy_rule_priorities,update,,,,,
UpdateRuleGroup,/#X-Amz-Target=NetworkFirewall_20201112.UpdateRuleGroup,POST,Updates the rule settings for the specified rul...,rule_group,rule_groups,update_rule_group,update,,,,,
UpdateSubnetChangeProtection,/#X-Amz-Target=NetworkFirewall_20201112.UpdateSubnetChangeProtection,POST,,subnet_change_protection,subnet_change_protections,update_subnet_change_protection,update,,,,,
UpdateTLSInspectionConfiguration,/#X-Amz-Target=NetworkFirewall_20201112.UpdateTLSInspectionConfiguration,POST,Updates the TLS inspection configuration settin...,t_l_s_inspection_configuration,tls_inspection_configurations,update_tls_inspection_configuration,update,,,,,
